name,ProductDescription,id
ML2 Systems LLC,"Supplier of advanced electronic and industrial equipment, including computer systems, power supplies and others",13670
MLC Enterprises,Our company is a supplier of trash bags made of plastic materials. ,13534
MLW ROCKS LLC,"TRANSPORTING DIRT, AGGREGATE FROM ONE PLACE TO ANOTHER.",13651
MLW Transport LLC,"CAR HAULING, TRANSPORTING VEHICLES FROM ONE PLACE TO ANOTHER INSIDE MICHIGAN",4538
"Modern Fire & Security, Inc","Design, service, install, maintain and monitor low voltage fire & burglar alarm systems. We do framing, construction management and general trades.",13804
"Modern World Coatings, Inc.","PAINT SUPPLIER WHOLESALE, RETAIL",3857
"Modi Financial, LLC","A National Benefits and Risk Management firm with over 30 years of combined experience. Modi Financial focuses on providing the highest level of customer service in the industry and is determined to provide its partners with innovative cost saving strategies. Our creativity and perspective in understanding how the insurance world is changing and our intelligence and confidence to act on that insight is very much at the core of our business. We must look ahead; understand the trends and forces that will shape our business as well as the business of our clients and move swiftly to prepare for what's to come. We must get ready for tomorrow today. That's what our 2020 Vision is all about. It creates a long-term destination for our company and provides us with a ""Roadmap"" for winning together with our partners.
",4287
"Modular Automotive Systems, LLC.","ASSEMBLY, SEQUENCING OF FASCIAS",4061
Mohawk Fencing llc.,"Mohawk Fencing brings years of expertise in the process of installations of vinyl, Chain-link and Wood fencing for residential, commercial and government bodies.",13411
"Momentum Interiors, LLC","Furnish and install commercial and residential floor covering (carpet, rubber flooring, wood flooring, hard tile, resilient flooring). Floor cleaning services.",4188
"Moon Star Express,LLC","GENERAL FREIGHT, TRUCKING, LOCAL, AND LONG DISTANCE CARRIER FOR HIRE. ",13289
Moreno and Sons Excavating Inc.,"moreno and sons does the following services , land clearing , seawalls , septic installs , road and driveways , and service leads for water and sewer .",14135
"Moreproducts4u, LLC",My company ,14333
"Motor City International, LLC","MRO, SUPPLY CHAIN MANAGEMENT, SEQUENCING, SUB-ASSEMBLY, PACKAGING, SHIPPING",4022
MOTOR CITY PROPANE CORPORATION,Provide Liquified Petroleum Propane Gas.,13841
"Motor City Propane Services, Inc.","Motor City Propane Services Inc., provides propane fuel, gas, temporary heat, cylinders and accessories to the Metropolitan area of Michigan.",13342
"Motor City Travel, LLC",TRAVEL MANAGEMENT SERVICES FOR BUSINESS AND COMMERCIAL CLIENTS.,4065
MotorCity Detail,"MotorCity Detail offers a comprehensive list of interior and exterior protection and maintenance detailing services for vehicles of every description, including cars, trucks, vans, SUVs, motorcycles, marine (boats and watercraft), RVs, ATVs, aircraft and more. At our facility, and with our mobile detailing service, we offer full service interior and exterior detailing, including paint correction, buffing and waxing, ceramic coating, paint chip/scratch repair, interior odor elimination, conditioning of leather, headliner cleaning and many more services to help preserve and maintain any vehicle's appearance, and protect its value.  We also perform onsite commercial fleet washing and event detailing.
",14005
MotorCity Digital Marketing Agency,"Who Are We? 
MotorCity Digital Marketing Agency is a highly rated SEO Company, based in Detroit MI, USA. We are a complete Internet and SEO Marketing Company, established with an aim to cater honest, fair, and relevant services. We are a client-centric SEO Company that focuses more on understanding what clients need to do to grow their business and finding the best way to deliver the best possible solution through search engine optimization SEO. We genuinely believe in facilitating services that are based on an ethic-led approach and results-driven practices.

We believe in a systematic approach and procedure rather than using enticing and alluring words to promise you magical top ten listings overnight like many other SEO service providers. Since our inception, we have been acknowledged as an authentic SEO Company that promotes an honest and transparent work ethic with lots of values and trust-building measures attached to it. Within a short span of time, we have emerged and evolved as a matured SEO Service provider that values more to your business objective and needs more. It is the result of our dedicated and committed work ethic that has registered our strong presence among the top-notch organization's companies in the business world. We do not assure you of big promises, or miracle results to get business from you; however, we do commit you to delivering results that give you 100% satisfaction to achieve your goal.

Our Approach: 

Below are five approaches that are very crucial to us as an organization: 

 1) Innovative Solution: On the internet, things do change at a rapid pace. We are keeping ourselves updated with the advancements in technology and the algorithms of search engines. Once we take up a project we always strive for innovative solutions for our clients.

 2) Delivery Excellence: We have a special focus on the delivery of projects and meeting deadlines. Once we take up a new project for development, the timelines are planned in advance and we make our best efforts to meet them a day before the due date.

 3) Commitment: Our commitment is our personal promise to ourselves; it is in our character and esteem. It is one of the major factors which differentiates us from the competition and we assure you that you can rely on us and provide an opportunity to work for you.

 4) Project Success: Innovative solution, Delivery excellence, and commitment are three major components for a project to be successful. We believe in digital excellence and will do our best to make our clients satisfied with our services. 

 5) Focus on Service and Value: Not on Price: We take pride in saying that once your project is with us our focus will always remain on the delivery of quality services.

Our Motto: 

? BE AHEAD?- THAT IS OUR SUO MOTTO. WE BELIEVE THAT OUR CLIENTS   MUST BE AHEAD OF THEIR PEERS

We work with the belief that our goal is to keep our clients ahead of their competitors in digital presence. If our customers are satisfied and are able to beat the competition we get more repeated work from the same clients. That?s why we have a more than 90% renewal ratio of our clients.

Why Choose Us? 

We are the right team for your project because we have been working closely with many clients and have very rich experience in delivering projects successfully. The deadlines are met with precision and clients are informed at regular intervals about the development. We listen to your ideas and develop your project based on those ideas. We have a track record of delivering value and success to clients? projects",12173
"Moulden Agency, LLC",We are a appointed Allstate Insurance agency which sells all types of insurance and retirement products. ,13549
MP International INC,"MPI business has been importing finished cast aluminum commodities of engine/powertrain components from China to US customers. MPI engineering team has been communicating with US customers and its joint venture company in China to launch new products, and deliver auto products, and technical assistance to manufacturers in China. MPI manages inventory in its Romulus warehouse based on customers production requirements.",13280
"MPROI, LLC","Information technology and project management services. Project management consulting. Project Management training. Staff augmentation/staffing  and professional services. Business process management. Project/IT audits, software development (SAP, Big Data, Cloud Computing.). Mobile application development,
Consult and Implement PMI, Agile/Scrum, Six Sigma, CMMI Standards and Best Practices.  Training / Coaching - PMP, Agile, Scrum  certification programs. 
MPROi is a Registered Education provider of Project Management training approved by PMI(r) - Project Management Institute. 
Management professionals from various industry are trained and prepared to take the PMP certification exam conducted by PMI Institute. .  ",4169
"MPS Group, Inc.","SPECIALIZED INDUSTRIAL CLEANING, PAINTING, COATINGS, ENVIRONMENTAL REMEDIATION SERVICE, DISTRIBUTION, MATERIALS RECOVERY FACILITIES, RECYCLABLE MATERIAL WHOLESALER.",3950
"MPS Trading Company, LLC.",BROKER OF SCRAP METAL,4614
"MPS-GK, LLC","Designing, Manufacturing, Installing, Commissioning and maintaining complete paint finishing systems/facilities.",13682
"MSR-Pallets & Packaging, LLC","Handling of the following products:  New/Used-pallets, boxes, lumber.  Corrugated, plastic & foam packaging & all other peripheral packaging products.


",4123
Multi Learning Solutions,"MLS is a consulting and training company that focuses on achieving organizational excellence through individual, team, and organizational development. Our proven solutions are in the areas of Strategic Consulting, Data Analysis and Training and Coaching. We offer training in these core areas, Diversity Equity and Inclusions, Leadership Development and Harassment. MLS has the capacity to successfully manage large-scale, multi-year, enterprise-wide projects.
",13553
"MULTI-CONNECT MARKETING, INC.","Offers communication specialties, such as event, sports,online,entertainment and customer relationship marketing, diversity training, brand promotions, public relations and community outreach.",13691
Multilanguage Services Inc.,"Multilanguage Services Inc. provides medical and legal interpretation (on site - telephonic - video) document translation to any language, corporate language instruction. Target market automobile industry,  health care industry, law firms, insurance companies, private clinics and doctors,  and local state agencies.
",4317
MVP Creative LLC,Video production and marketing solutions for small businesses. ,13528
"MW Advantage, LLC","MW Advantage LLC offers capital solutions that drive world class pricing, market access, speed to market equipment, financing, sale leasebacks, new/used inventory and market access through equipment evaluations and trade-ins.  The company also provides equipment through our goods and service model with Blow Molding, Injection Molding, extrusion, Thermoforming and auxiliary machine & equipment space.",4363
"MWV Environmental Services, Inc.",Asbestos Abatement and Mold Remediation,4373
My T Fine LLC,"Mr. Levi started out by making his Soul Sauce artisanally in small batches with pride in Detroit, but due to high demand, a mass production method needed to be implemented. It?s not just a Bar-B-Q sauce, but a sauce that can be used as a shrimp and seafood sauce, spaghetti sauce, Bloody Mary mix, meatloaf topping, top eggs with it, and jazz up any food for a culinary delight.  It has no high fructose corn syrup, no preservatives, and is made from the finest natural ingredients to make it as good as it gets.",13575
Mykin Inc,"Mykin manufactures custom molded rubber parts and seals. We are one of the few companies that offers engineering-based solutions to provide quality parts to our customers. We supply rubber parts and seals to many distributors as well as individual customers alike. Our focus is on providing scientifically-engineered elastomer and sealing solutions to our customers so that the end product will have the greatest opportunity for success. Whether you need standard size O-rings, custom molded rubber or our high performance mechanical seals (PTFE spring seals), we have what you are looking for. We are the one stop shop for all your rubber and custom seal needs.",10519
"N2 Services, Inc","We specialize in building high quality software products and solutions tailored to your needs at affordable prices in the below areas:

Business Challenges
We focus on Teaming to execute our project engagements through our Onshore COE Model.
o Enterprise Architecture Advisory
o Service Oriented Architecture (SOA)
o Technical Project Delivery (Agile)
o Rich Internet Application (RIA)
o Internet Application Development and Support.
o Enterprise Integration
o Automated and manual quality consultants
o Custom Solutions

Core Focus Areas By Products
We have partnered with Oracle Corporation to deliver excellent services in the below areas.
o Oracle BPM
o Oracle Hyperion
o Oracle SOA
o Oracle J2EE/ADF
o Oracle OBIEE

High Performance and Quality
To deliver high performance we have our own continuous certification program through Patton Labs/COE. Below are our COEs,
o Java/ J2EE COE
o RIA COE
o BPM COE
o SOA COE
o Big Data COE

Core Focus Areas By Services
o IT Strategy Services
o Web Application Development
o Rich Internet Application
o Systems Integration
o Mobile Solutions
o Business Process Management

",14173
"Naadee,LLC","Employment placement services,temporary help services",13936
Nail-Rite Construction Company Inc,"Nail-Rite Construction is a general contractor company and provides Division 9 interior finishing services including metal framing for drywall, drywall hanging and finishing, painting, flooring, cabinet installation, and trim. We also provide consulting services for construction project management in vertical and horizontal construction.",14133
Nalara Corporation,"Integrated third-party logistics business providing customers with warehousing, quality engineering services, staffing services, parts sales and marketing, and program management.",4182
"NANOSOFT TECHNOLOGIES, INC.",IT professional services providing custom software development services.,13491
National Clinical LLC,"At National Clinical, we accelerate clinical research programs with our Managed eRegulatory Services. We collaborate with Clinical Research Sponsors, CRO's and Sites to manage regulatory documentation from study startup to closeout. ",4582
"National Employer Services, LLC",Professional Employer organization PEO- the aggregate of employees.,14049
"NATIONAL GALVANIZING, L.P.","Toll Processing of Steel Galvanizing, Pickling, and Slitting",14157
"National Integrated Systems, Inc",Flexible Material Handling Systems for Lean Manufacturing Processes.  Design and Fabrication Services,3681
National Ladder & Scaffold Co.,"We sell ladders, scaffolding equipment, construction equipment as well as workwear and uniforms for contractors.",4541
"National Manufacturing, Inc.",Manufactured - Leather & Vinyl Interior Light Parts,4060
"Nationwide Envelope, LLC","Envelope products, Commercial printing and Labels",4391
"Native American Logistics Worldwide, LLC","transportation, logistics, freight forwarding, 3rd party logistics services",3770
Native Purchasing Group,"Native Purchasing Group is an entity that helps predominately Native American Tribal healthcare, hospitality& entertainment venue providers ? such as hospitals, clinics, hotels, casinos etc. realize savings and efficiencies by aggregating purchasing volume and using that leverage to negotiate discounts with manufacturers, distributors and other vendors. ",14161
"Natural Living by Design II, LLC","Natural Living by Design II, LLC is a female family owned, SAM certified start-up wellness supplier company in Detroit, MI that provides all natural and organic products including Himalayan pink edible salt, authentic Himalayan salt Lamps, organic weight loss products, soaps, bath salts and more. We are aiming towards getting our Himalayan Pink Salt and Himalayan Salt Soul Food Seasoning into supermarkets, and big box stores in addition to opening a Himalayan Salt Cave & Spa to help the community of people who suffers with respiratory issues such as lung disease, asthma, COPD (chronic obstructive pulmonary disease), chronic bronchitis, emphysema and more services will also include Floatation Therapy in the city of Detroit. ",9028
"Natural Synergies, LLC",Managing the supply of raw material from a Mexican company (manufacturer or raw materials) to a manufacturer of food products in the USA.,4569
"NCOC, Inc.","NCOC Inc. manufacture metalworking fluids like synthetic coolants, semi-synthetic coolants, cutting oils, rust preventives, cleaners, forging compounds, conversion coatings, die release agents. It also manufacture hydraulic oils, way oils, spindle oils etc.  NCOC Inc. also manufacture Windshield Washer Solvent and hose lubricants.",4517
Nerds Express Inc,"Nerds Xpress is an innovative and integrity driven Information Technology company that specializes in providing effective and affordable technology solutions to small to medium businesses, nonprofit organizations, financial institution, and higher education organizations. We offer competitive rates and premium service for network engineering/implementation, managed services, multimedia, procurement, telecom, physical security, cloud services, as well as consulting. We pride ourselves on being a complete outsourced IT department with a strong focus on infrastructure and physical security. ",13377
"NESA & ASSOCIATES, INC.","ENVIRONMENTAL SCIENCE, ENGINEERING",13791
"Netlink Software Group America, Inc.","CONSULTING SERVICES, APPLICATION SOFTWARE DEVELOPMENT, IT SERVICES",4173
Network Logistical Solutions LLC,"Network Logistical Solutions LLC specializes in providing logical support of people, materials, and services. We provide consultancy with options to help fill the gaps of transportation, people, and processes for private firms and governmental agencies. The services are complementary to each other. We provide administrative support services in accounting and budget for small and large projects. ",13453
"New Age Expedite, LLC.",Small truck transportation company specializing in expedite freight for the automotive industry.  From the small sprinter trucks to the full truck load.,13753
"New Center Stamping, Inc.",Motor Vehicle Metal Stamping,13946
"New Detroit Party Rental, LLC.","New Detroit Party Rental is a minority owned business committed to customer satisfaction through accountability and affordable value with rental products, including tables, chairs, canopies,tents, grills, chafin dishes, canopy packages and spandex/stretch linen. New Detroit Party Rentals is a licensed company that services the Metro Detroit area. We service corporate events, non-profit organizations, churches, alumni's, family reunions, graduations, children birthday events, small gatherings and just about any function you are having.",4462
New Dimension Logistics LLC.,"We are a third party logistics provider/freight forwarder.  We are responsible for the arrangement of freight for clients via air, truck or ocean modes.  We provide specialized solutions for the transportation of the freight.",13687
New Direction Graphics,"New direction Solutions is primarily engaged in arranging transportation of freight between shippers and carriers, we offer next day delivery Services.",14151
"New Echelon Direct Marketing, LLC","Design, Printing, Mailing & Fulfillment Services",4176
"New Era Consulting Services, Inc",IT Staffing & Consulting.,4213
New Era Investments LLC,"Full service financial consulting firm. We specialize in investment and retirement planning strategies for individuals, Employees of Public Schools, Non-Profit organizations, City and State Municipalities and Businesses. We are an independent investment/insurance firm representing many companies and products.   ",4496
"Newtech 3, Inc.","Manufacturer of wire harness and circuit board assemblies, servicing automotive, after-market, HVAC, medical, heavy equipment and appliance industries.  Volume range from prototype to 500,000 assemblies.",13724
"NexLevel Engineering & Design, LLC","We provide Engineering consulting and support services to our clients in the Automotive Industry.  We also provide graphic design, printed marketing materials, and website design.",13644
Nexthermal Corporation,"Nexthermal Corporation is a manufacturer and supplier of industrial heating elements including cartridge heaters, coil heaters and flexible tubular heaters. We offer additional service with respect to producing assemblies which integrate heat for various processes, such as food processing. We have acquired many years of expertise related to heat and heat related processes which we offer in the form of engineering services for recommendation of proper application.",12368
Nextrinsic Corporation,"BUSINESS CONSULTING SERVICES, INFORMATION TECHNOLOGY & WORKPLACE DESIGN SERVICES, BUSINESS EQUIPMENT AND PRODUCTS",3944
"Nico Solutions, Inc.","Commerical cleaning company providing solutions to property and facility managers in the area of contract janitoral service, carpet cleaning, window washing and floor restoration.
",4207
Nimo International LLC,"The Nimo PPE Group offers a full range of PPE in a reliable and affordable manner.  We source and deliver a variety of PPE products, including: masks, gowns, caps, gloves, shoe covers, face shields, and goggles at market competitive prices.  Our PPE products are FDA approved with 510(k) certificates.  In addition to high quality certified products at a good value, we offer excellent customer service and reliable delivery.

Our clients include the University of Michigan hospital system, so you can be assured our PPE quality, pricing, certified inventory, and quick delivery is very competitive with what the large hospital systems require.
",14036
Nitro Express Corporation,EXPEDITING SERVICE/ General Freight Trucking,4047
Nitro Steel LLC,"Nitro Steel is a Industrial/commercial contractor specializing in Structural Ironwork and enclosure management systems. EXAMPLES not limited to... Structural Steel Erection, Metal handrail fabrication/installation, Steel Rework field retrofitting. reinforcement, metal roof decking, concrete floor decking and nelson shear stud installation. Installation of Finished metal roofing insulated and architectural wall panels.",14250
"Nopras Technologies, Inc",A full service consulting company providing regulatory consulting services to the global pharmaceutical biologics/biotechnology and medical  device industries.,14176
"North Star Advisors, LLC","Management Consulting and Professional Advisory Services, including strategy development,early-stage investing, global strategic sourcing, and joint-venturing in various sectors.",14221
Northern Industrial Products Corporation,"DISTRIBUTION (WHOLESALE) FASTENERS (SCREWS, BOLTS, NUTS), AUTOMOTIVE PRODUCTION FASTENERS, & CLASS C ITEMS TO THE INDUSTRIAL, COMMERCIAL, & AUTOMOTIVE MARKETS.",3826
"Northern Wings Repair, Inc.","Northern Wings is an aerospace and defense company.  Our pillars are manufacturing, repair management and distribution of aerospace and defense products and services.  We have been AS9100 certified since 2008, currently ITAR Certified/Registered and a former FAA Part 145 repair station for 16 years.  We specialize in precision machining, supply chain support as a stocking distributor of certified parts with a very effective counterfeit parts mitigation program.  Also, we are experts at aerospace commodity repair and overhaul program management.      ",13394
"NorthStarr Logistics, Limited Liability Company","Northstarr Logistics, LLC engages in the business of transporting freight, merchandise, or other property for hire, safely and efficiently.  NorthStarr transports raw materials and finished products from production locations to manufacturing centers to regional distribution centers throughout the United States to deliver shipments for various industries.  Said commodities are generally palletized and transported in a container or van trailer.",13621
NORTH-WEST TRADING COMPANY,"WHOLESALE DISTRIBUTOR OF SCIENTIFIC PRODUCTS, LABORATORY SUPPLIES, SURVEYING EQUIPMENT, TRAFFIC RELATED SUPPLIES",13765
"Nova Consultants, Inc.","SOLAR ENERGY, WIND ENERGY, ENERGY STORAGE AND ENERGY SAVINGS, ENVIRONMENTAL, SURVEYING, MONITORING, REMEDIATION AND CONSTRUCTION MANAGEMENT",3913
NOVA CONTRACTING CORPORATION,Commercial Interior Renovation.,13755
"NSightsWorldwide, LLC",Consulting on multicultural research and marketing issues. It is a multicultural research and marketing resource.,14169
nSpace Analytics LLC,"Custom Information Systems developed in response to requests for intelligent connected vehicle solutions that address specific customer needs and challenges.
Turn-key, pre-packaged solutions that address common driver safety/comfort, fuel-efficiency, and emissions challenges faced by all vehicle manufacturers.
Information Technology Support Services  ? Contract programming, database design, technical writing, development and presentation of training materials.
",14016
"NSR Contracting & Industrial Services, Inc.","Specialize in procurement of materials, equipment, layout and design",13710
"Nueva Distribution, Inc.","DISTRIBUTOR OF COMMERCIAL ROOFING PRODUCTS, CONSTRUCTION MATERIALS, CONVEYOR EQUIPMENT",4055
NWF DISTRIBUTION LLC,NWF DISTRIBUTION LLC is distribution and wholesale supplier.  We provide national retail grocery corporation with wholesale products to for them to sell for retail.  We distribute products created by our manufacturers to corporate retail grocery stores.  ,8588
"Oak Park Dental, P.C.",Oak Park Dental Ctr. is a dental office that provides dental services.,4438
"Oak Tree Engineering, LLC","Engineering design, project management, plant maintenance services for the plastic, 3D and 2D general designing",13822
O'Brien Edwards Construction Company,"General Contractors/Construction Managers/Design Builders. General Contractors-manage trade contractors and hard dollar construction.  Construction Managers-provide project oversight & financial management, as well as, site safety, risk management, and co",14179
Ocean Ridge Developments,"We carry the Survivor flashlighter and the E-Z Grip no spill ice tray. 

Survivor is a combination flashlight on one end and flameless arc lighter on the other. The flashlight has 3 modes (hi, lo, sos flash) and uses no gas, oils, or butane. Instead of refilling, the Survivor is charged just like a cell phone using a USB cable. The lighter end has a windproof dual arc electronic flameless igniting system. The Survivor is rechargeable, waterproof and windproof. The lighter end is completely covered, has a safety latch and is made of eco-friendly zinc alloy material. 

The E-Z Grip no spill ice tray is made of polypropylene plastic, holds 14 individual crescent shaped cubes, and has a removable silicone lid to prevent spills and freezer odors from permeating the cubes. ",13624
"OCR Industries, LLC",laptop Case that transform into a mobile desk.  Our desk can be sat on a standing table or desk to allow a user to stand and work.,14092
"OEM Distribution, LLC","Sell, steel, fasteners & washers",13857
"Okich, LLC",I sell consumer products to retail discount stores at wholesale prices,4385
OlinkZ International LLC,OlinkZ International LLC  is a drug testing and counseling entity for those with mental health/addiction issues.  We also provide testing for new hires.,8533
"OLJ Marketing Solutions, LLC.","OLJ Marketing Solutions,LLC., is a fully integrated branding, promotional and commercial print solutions provider. We specialize in providing creative and low cost solutions with an emphasis on superior customer service.",13870
"One Custom City, LLC","screen printing business that specializes in wholesale and large quantity screen printing, art and design services, and live screen printing for events. We offer quality screen-printed t-shirts, sweatshirts, tote bags, posters and specialty items such as aprons, bandannas, caps, cloth napkins, record sleeves, packaging, and scarves for your marketing and promotion needs. ",4514
One Team US,"One Team US  is a Michigan-headquartered Mobile App Development, Product Development, eCommerce, Website Development, Custom App Development, Enterprise Application Development, and Professional Services firm. Our unique combination of skills and experienced business analysts, designers, developers, and solution architects makes us the ideal choice to develop your ideas and bring them to life.
One Team US Capabilities includes:
Ideation and Innovation Development
Mobile App Development (more than 200 iOS and Android applications built to-date)
eCommerce Websites and eCommerce Integration: Magento, Enterprise Shopify
ERP/CRM Development and Integration: Oracle, MS Dynamics, Infor, Salesforce and Odoo..
Custom Software Development, Process Flow Automation, Customer Experience Design
IOT-Internet of Things/ Wearables Development
Emerging Technology: AI, VR, Chatbot, AR, NFC, M2M Analytics
IT Staffing and Placement.
",13332
OnePoint Integrated Exhibits LLC,"We provide a complete portfolio of trade show products and services. Our products range from banner stands and small portable displays to massive custom modular island exhibits. Our services include a full spectrum of design capabilities such as virtual 3D exhibits, industrial design, graphic design, 3D rendering, and animations.  Our exhibit services include display mock-ups,  installation and dismantle services, asset management, and show book ordering support.",13276
"OpenBox Solutions, Inc",We are an IT staffing and solutions provider. We offer highly trained and role specific IT consultants who are qualified in multiple skills and technologies.,14004
Openlogix Corporation,"Contract & permanent IT placement services, Software and Cloud Reseller of IBM Products, Amazon Web Services and the Microsoft Azure Cloud offerings.",3709
"Optimal Leasing, LLC","Third party equipment lease financing of all types of capital equipment such as IT, data storage, telecom, medical, point of sale, material handling equipment, and a variety of niche market types of capital assets.

Asset Management Services",13861
"OPTIME-TECH, LLC","Provides IT staffing and consulting.  Skilled resources on contract basis in technologies like SAP, Oracle, Peoplesoft, JAVA, Mainframe and VB dot net.",14168
"OptoSemi USA, LLC","Sales, Marketing, Engineering, Consulting and Business Development for manufacturers in Asia Pacific countries. Automotive System/Sensor Components and Renewable Energy Systems Business. Primary product is Automotive HVAC Sensor, LED (Light Emitted Diode), LED Emitted, Display Module, etc.",4167
"Opus Mach, LLC","Engineering, design and development; precision machining and manufacturing prototype design, assembly and bench testing.",13913
"Orchid Energy Solutions, LLC.","Battery Wholesale, retail, recycling for individuals, corporations and government. We sell more than 4000 batteries for laptops, cell phones, cameras, iPods, toys, powertools, automotive, trucks, forklifts, equipment.",4146
Orion Shredding Inc,"Orion Shredding is a Brand New Veteran owned Local Mobile Document management company right here in Detroit, MI.  We serve our customers by coming to their prospective locations and shredding documents On-Site.  After each service, we provide certificates of destruction for the client's records!  Clients can view the destruction of their records with our onboard camera system.
We provide one-time purge services, recurring services, and Subcontracting services as well, which allows us to compete for contract across the globe!  Also were members of N.A.I.D 
a trusted watchdog over the document management industry.  ",14021
Orlando's Potable Plumbing L.L.C.,A plumbing company that services the tri state area of Michigan. servicing all commercial and residential plumbing needs ,11854
"Orvis Machine Tool, Inc.","Machine shop services, CNC milling, lathe, grinding, welding, machine building.",3929
OTR TRUCKS INC,The organization is a trucking company which provides freight delivery transportation services throughout the US.,4596
"Outdo Wit Consulting Group, LLC","Leadership Development
Organizational Development (Team development)
 Supply Chain improvements (Streamline Systems & Processes)

PPE (Personal Protection Equipment) support ; Safety gloves, glasses, eat.",4449
Ovation Point,"The Ovation Point, (TOP) is the only cybersecurity focused consulting firm in Michigan. Leveraging 25+ of global technology and educational leadership success, TOP offers the full spectrum of risk strategy, infrastructure transformation, managed services and Data Governance Privacy & Protection. From staff augmentation to 24/7/365 service, start at the TOP. 
",4476
"Overall Alpha, LLC","toiletries like toilet paper, paper towel, wet wipes, diapers, shaving razors, etc",14147
"Ozone Music, Inc.","We are Metro Detroit's ONLY creative audio boutique® specializing in Post Production Sound Services for over 18 years, including; original music, scoring, and licensing - sound design, and Foley - voice and dialogue casting, directing, recording, and ADR, both locally and worldwide via Source Connect Pro® - mixing and loudness compliance mastering up to 5.1 surround for Advertising and Marketing, Film and Episodic TV, Gaming, and Recording Artists in ALL mediums",13428
"P & C GROUP 1, INC.","PROFESSIONAL MANAGEMENT SERVICES, SALES, MARKETING SERVICES, ACQUISITION SERVICES",13806
"P&THE Global Packaging & Assembly, LLC","3PO contract packager who packages all aftermarket parts ranging from wheels to spark-plugs.   We have full traceability and control systems to help ensure consistent on time completion of shipments of all parts and the ability to track every part of every BOM indefinitely.  We are also a warehouse with the ability to establish temperature controlled storage for batteries etc. as well as perform small assembly operations.

",4628
P&THE Manufacturing Acquisitions LLC dba Ross Aluminum,"Ross Aluminum is recognized as a leading manufacturer of high quality premium castings and serves a wide range of industrial, automotive, aerospace, and military customers. Ross has met the challenges of the past with vigor and innovation.",13570
"P.I.E. Management, LLC","P.I.E. Managment, L.L.C. provides staffing, recruiting, payment processing and call center management solutions.  ",4272
Pacific Industrial Development Corporation,SPECIALTY MATERIALS,9563
"Pacific Rim International, LTD.",Automotive tools and components supplier; sales marketing and consulting; manufacturer's representation,13910
"PACKAGING INTEGRATION, LLC","Marketing and sale of speciality packaging , material handling services and the marketing, sale and distribution of specialty materials for packaging and automtotive part applications.",13697
"Packaging Products, Inc.","Redistribution  of sealed air foam, etha foam, cross links, buns and rolls, rubber arama cell polyurethane rolls and buns pressure sensitive adhesive PSA  machine band sheeter ",4244
Page Medical Billing LLC,"Page Medical Billing, founded by Francetta Boyd in October 2021 in Southfield, Michigan, specializes in medical billing and revenue cycle management. We empower healthcare providers by handling their billing needs with precision, efficiency, and compliance, allowing them to prioritize patient care and revenue growth.

Business Type:

Page Medical Billing is an LLC registered in Michigan, combining liability protection and operational flexibility. This structure reflects our commitment to tailored client service while ensuring our financial and legal interests are secure.",12364
Painexx Corporation,"Manufacturers of topical analgesic Ringmaster Rubbing Oil for arthritis, joint pain, and muscular soreness.",14013
Pak Machine Corporation,"GAUGE PINS, FIXTURE DETAIL, CNC MACHINING , I.O Grinding , O.D Grinding",4039
"Pan American Languages & Services, Inc.","LANGUAGE TRANSLATION, BUSINESS-CULTURAL PROGRAMS, LANGUAGE INSTRUCTION, VOICE-OVER, INTERPRETATIONS",3905
Panda Engineering Co.,"auto interior parts mainly are plastic parts, sun visors, grilles, bumpers, sunglasses box assembly, cosmetic mirrors assembly and other relative parts. Panda engineering holds a leading position in the global sun visor supply segment.    ",14051
"PanelBoy Controls, LLC",PanelBoy Controls is a service provider.  Our control technicians provide on-site machine wiring and panel building exclusively for the automation industry in West Michigan.,4450
"PAP Consulting Services, LLC","We provide innovative and strategic project management techniques and solutions to effectively deliver our clients' construction and facilities improvement projects projects to their optimum satisfaction. We specialize in project management, program management, construction management, capital improvement development and management, space renovation, facilities management, and facilities condition assessment. Our target market includes the following industries: Commercial; Food & Beverage; Manufacturing; Utilities; Real Estate; and Government Agencies.",4501
"Paradigm 2000, Inc.",Complete audio and video production services; motion picture services; telecommunication services and systems; pre-construction video surveys; construction video pipe inspection and structure video surveys.,13821
"Paragon Midwest, LLC",Custom accoustical products and specialized industrial distribution and entertainment technology,13664
Parry Precision Incorporated,"Parry Precision is a full service machine shop offering a full range of manufacturing services. Our capabilities include

CNC Machining
CNC Turning
CNC Jig Grinding
Wire EDM
Surface Grinding
OD / ID Grinding
Mill work
Lathe work
Fabrication
Sawing
Deburring
Finishing Work

Our focus is CNC Machining and 3D CAD/ CAM Software for Design and Development. We also offer manual machining and fabrication services along with many supporting processes.

",14099
Parson Adhesives Inc,"Parson is a researched based adhesive or glue manufacturer with the products for glass bonding assembly line, Plastic and Composite Fabrication, Wood Bonding, Pipe Sealant for Fire Sprinkler Systems, Engineering Adhesives.",13741
Parthenon Metal Works,Manufacturer and fabricator of ERW carbon tube,13963
"Paskon, Inc.","Paskon helps firms operate and manage more profitably by delivering a transformation solution built with deep industry experience and core competencies in management and technology consulting, outsourcing, software development, deployment & support, software sales & support, professional staffing and education & training. All Paskon technology solutions can be deployed on premise, hosted, or in a cloud.",13831
"Patino Laboratories, LLC",Patino Laboratories is an Independent Clinical Laboratory. We perform Urine Toxicology.,14032
